Name	Price	Link
Huawei Honor 10 Lite	--	https://www.kimovil.com/en/where-to-buy-huawei-honor-10-lite-lx1-3gb-64gb
Samsung Galaxy A30	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a30sm-3GB-32gb
Samsung Galaxy A50	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a50india
Samsung Galaxy A20	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a20-latam
Asus ZenFone Max Pro (M1)	--	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-pro-m1-va-4gb-128gb
Vivo V15	R$ 1,380	https://www.kimovil.com/en/where-to-buy-vivo-v15-global-128gb
Samsung Galaxy A20	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a20-sm-a205gd
Lenovo Z6 Youth Edition	R$ 1,281	https://www.kimovil.com/en/where-to-buy-lenovo-z6-youth-edition-cn-6gb-128gb
Vivo X20 Plus	R$ 1,336	https://www.kimovil.com/en/where-to-buy-vivo-x20-plus
Razer Phone	R$ 2,527	https://www.kimovil.com/en/where-to-buy-razer-phone
Xiaomi Redmi 6 Pro	R$ 650	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-6-pro
Xiaomi Redmi 6 Pro	R$ 630	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-6-pro-4gb-64gb
Oppo R15 Pro	R$ 1,900	https://www.kimovil.com/en/where-to-buy-oppo-r15-pro-global
Umidigi One	R$ 486	https://www.kimovil.com/en/where-to-buy-umidigi-one-4gb-32gb
Huawei Mate 8	R$ 2,391	https://www.kimovil.com/en/where-to-buy-huawei-mate-8-al10-4gb-128gb
Huawei Honor 10 Lite	--	https://www.kimovil.com/en/where-to-buy-huawei-honor-10-lite-al00-3gb-64gb
Sony Xperia XA2 Plus	--	https://www.kimovil.com/en/where-to-buy-sony-xperia-xa2-plus-4gb-32gb
Samsung Galaxy M30	R$ 1,155	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-m30
Motorola Moto G7 Power	R$ 1,399	https://www.kimovil.com/en/where-to-buy-motorola-moto-g7-power-eu
Motorola Moto G7 Power	--	https://www.kimovil.com/en/where-to-buy-motorola-moto-g7-power-usa
HTC U12 Life	R$ 1,008	https://www.kimovil.com/en/where-to-buy-htc-u12-life
Motorola One Power	--	https://www.kimovil.com/en/where-to-buy-motorola-one-power
Motorola P30 Note	R$ 748	https://www.kimovil.com/en/where-to-buy-motorola-p30-note
Blackview BV6800 Pro	R$ 705	https://www.kimovil.com/en/where-to-buy-blackview-bv6800-pro
AGM X3	R$ 2,424	https://www.kimovil.com/en/where-to-buy-agm-x3-8gb-128gb
Huawei Y9 (2019)	R$ 772	https://www.kimovil.com/en/where-to-buy-huawei-y9-2019
Vernee M8 Pro	R$ 827	https://www.kimovil.com/en/where-to-buy-vernee-m8-pro
Vernee X	R$ 397	https://www.kimovil.com/en/where-to-buy-vernee-x-4gb
HTC U11 EYEs	R$ 1,196	https://www.kimovil.com/en/where-to-buy-htc-u11-eyes
Oppo R15	R$ 1,797	https://www.kimovil.com/en/where-to-buy-oppo-r15-netcom-edition
Vernee X1	R$ 537	https://www.kimovil.com/en/where-to-buy-vernee-x1
Xiaomi Redmi 7	R$ 478	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-7-global-32gb
Xiaomi Redmi 7	R$ 513	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-7-global-64gb
Xiaomi Redmi 7	R$ 484	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-7-cn-3gb-32gb
Xiaomi Redmi 7	R$ 536	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-7-cn-3gb-64gb
Xiaomi Redmi 7	R$ 542	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-7cn-4gb-64gb
Motorola P30 Note	R$ 854	https://www.kimovil.com/en/where-to-buy-motorola-one-power-cn-6gb-64gb
Samsung Galaxy A20	R$ 1,169	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a20
Huawei Maimang 7	--	https://www.kimovil.com/en/where-to-buy-huawei-maimang-7-4gb-64gb
Xiaomi Mi Max 2	--	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-max-24gb-64gb-global
Meizu M6 Note	R$ 465	https://www.kimovil.com/en/where-to-buy-meizu-m6-note3gb-32gb
Xiaomi Mi Max 2	--	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-max-24gb-32gb-global
Aermoo M1	--	https://www.kimovil.com/en/where-to-buy-aermoo-m1
Meizu M6 Note	R$ 469	https://www.kimovil.com/en/where-to-buy-meizu-m6-note-3gb-32gb-eu
Vernee X	R$ 597	https://www.kimovil.com/en/where-to-buy-vernee-x
Xiaomi Mi Max 2	R$ 806	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-max-2-4gb-128gb
Nubia M2	R$ 621	https://www.kimovil.com/en/where-to-buy-nubia-m2
Xiaomi Mi Max 2	R$ 699	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-max-2
Xiaomi Black Shark	R$ 2,166	https://www.kimovil.com/en/where-to-buy-xiaomi-black-shark8gb-256gb
Xiaomi Redmi 6 Pro	R$ 613	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-6-pro-4gb
Xiaomi Mi5s Plus	R$ 1,577	https://www.kimovil.com/en/where-to-buy-xiaomi-mi5s-plus-6gb-128gb
OnePlus 3T	R$ 2,030	https://www.kimovil.com/en/where-to-buy-oneplus-3t6gb-64gb-eu
ZUK Z2	R$ 693	https://www.kimovil.com/en/where-to-buy-zuk-z2-4gb-64gb
Leeco Cool1	R$ 456	https://www.kimovil.com/en/where-to-buy-leeco-letv-cool1-4GB-32GB
AGM X3	R$ 2,655	https://www.kimovil.com/en/where-to-buy-agm-x3-8gb-256gb
Vivo X23	R$ 2,018	https://www.kimovil.com/en/where-to-buy-vivo-x23-symphony-edition
Huawei Honor 10 Lite	R$ 1,362	https://www.kimovil.com/en/where-to-buy-huawei-honor-10-lite-al00-6gb-128gb
Huawei P20	--	https://www.kimovil.com/en/where-to-buy-huawei-p20-l09-4gb-128gb
Doogee S90	R$ 1,164	https://www.kimovil.com/en/where-to-buy-doogee-s90
Motorola Moto G7 Power	R$ 1,075	https://www.kimovil.com/en/where-to-buy-motorola-moto-g7-power
Nokia 3.1 Plus	R$ 602	https://www.kimovil.com/en/where-to-buy-nokia-3-1-plus-global
Ulefone Armor 5	R$ 621	https://www.kimovil.com/en/where-to-buy-ulefone-armor-5
Oppo A3	--	https://www.kimovil.com/en/where-to-buy-oppo-a3-global
Doogee S70	R$ 962	https://www.kimovil.com/en/where-to-buy-doogee-s70
Vivo X23	R$ 2,084	https://www.kimovil.com/en/where-to-buy-vivo-x23
Oppo R17	R$ 1,863	https://www.kimovil.com/en/where-to-buy-oppo-r17-6gb-128gb
Asus ZenFone 4 ZE554KL	R$ 1,499	https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554klbr-sd660-64gb
Cubot King Kong 3	R$ 779	https://www.kimovil.com/en/where-to-buy-cubot-king-kong-3
Meiigoo S9	R$ 578	https://www.kimovil.com/en/where-to-buy-meiigoo-s9
Huawei Honor 8C	R$ 500	https://www.kimovil.com/en/where-to-buy-huawei-honor-8c
UMiDIGI S2 Lite	R$ 620	https://www.kimovil.com/en/where-to-buy-umidigi-s2-lite
Cubot X18 Plus	R$ 546	https://www.kimovil.com/en/where-to-buy-cubot-x18-plus
Oppo R15	R$ 2,076	https://www.kimovil.com/en/where-to-buy-oppo-r15
Oppo R15 Pro	--	https://www.kimovil.com/en/where-to-buy-oppo-r15-dream-mirror
Leagoo S9	R$ 325	https://www.kimovil.com/en/where-to-buy-leagoo-s9
Blackview P10000 Pro	R$ 737	https://www.kimovil.com/en/where-to-buy-blackview-p10000-pro
Allcall Mix 2	R$ 697	https://www.kimovil.com/en/where-to-buy-allcall-mix2
Bluboo S3	R$ 551	https://www.kimovil.com/en/where-to-buy-bluboo-s3
360 N7	R$ 1,359	https://www.kimovil.com/en/where-to-buy-360-n7
Cubot Quest	R$ 552	https://www.kimovil.com/en/where-to-buy-cubot-quest
Xiaomi Redmi 7	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-7-3gb-32gb-india
Ulefone T1	R$ 504	https://www.kimovil.com/en/where-to-buy-ulefone-t1
Meizu M6 Note	R$ 814	https://www.kimovil.com/en/where-to-buy-meizu-m6-note4gb-64gb
Doogee Mix 2	R$ 584	https://www.kimovil.com/en/where-to-buy-doogee-mix-2
Ulefone Mix	R$ 408	https://www.kimovil.com/en/where-to-buy-ulefone-mix
Vernee Mix 2	R$ 357	https://www.kimovil.com/en/where-to-buy-vernee-mix-2
Doogee Mix 2	R$ 536	https://www.kimovil.com/en/where-to-buy-doogee-mix-2-64gb
Bluboo S8+	R$ 528	https://www.kimovil.com/en/where-to-buy-bluboo-s8-plus
Ulefone Power 3	R$ 845	https://www.kimovil.com/en/where-to-buy-ulefone-power-3
Huawei Nova 2s	R$ 1,717	https://www.kimovil.com/en/where-to-buy-huawei-nova-2s-6gb-64gb
Blackview P6000	R$ 498	https://www.kimovil.com/en/where-to-buy-blackview-p6000
Meizu M6 Note	R$ 839	https://www.kimovil.com/en/where-to-buy-meizu-m6-note-4gb-64gb-eu
ZTE Axon 7s	R$ 744	https://www.kimovil.com/en/where-to-buy-zte-axon-7s
Xiaomi Redmi Note 4	R$ 528	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-4-global-3gb-32gb
Nokia 9 Pureview	R$ 3,687	https://www.kimovil.com/en/where-to-buy-nokia-9
BlackBerry KEYone	R$ 1,076	https://www.kimovil.com/en/where-to-buy-blackberry-keyone
Moto Z Play	R$ 630	https://www.kimovil.com/en/where-to-buy-lenovo-moto-z-play-64gb
Xiaomi Redmi 7	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-7-global-4gb-64gb
Asus ZenFone 5 Selfie Pro	R$ 749	https://www.kimovil.com/en/where-to-buy-asus-zenfone-5-selfie-pro
BLU Vivo XL4	--	https://www.kimovil.com/en/where-to-buy-blu-vivo-xl4
Nokia 3.1 Plus	R$ 453	https://www.kimovil.com/en/where-to-buy-nokia-3-1-plus-3gb-32gb-ta-1118
Oppo R17	R$ 2,096	https://www.kimovil.com/en/where-to-buy-oppo-r17
Leagoo XRover	R$ 744	https://www.kimovil.com/en/where-to-buy-leagoo-xrover
Asus ZenFone 5 Lite	R$ 792	https://www.kimovil.com/en/where-to-buy-asus-zenfone-5-lites430-4gb64gb-va
Asus ZenFone 4 ZE554KL	R$ 1,900	https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554klglobal-sd660-128gb
Samsung Galaxy A7 (2018)	R$ 1,279	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a7-2018
UMIDIGI A3 Pro	R$ 310	https://www.kimovil.com/en/where-to-buy-umidigi-a3-pro
Samsung Galaxy A6s	R$ 684	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a6s
Samsung Galaxy A7 (2018)	R$ 1,079	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a7-2018-a750f-128gb
Huawei Honor 8C	R$ 669	https://www.kimovil.com/en/where-to-buy-huawei-honor-8c-64gb
Thl Knight 2	R$ 627	https://www.kimovil.com/en/where-to-buy-thl-knight-2
Samsung Galaxy A8+ (2018)	R$ 1,564	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a8-plus-2018
Meizu M6 Note	--	https://www.kimovil.com/en/where-to-buy-meizu-m6-note-4gb-32gb-m721q-cn
Nubia N3	R$ 709	https://www.kimovil.com/en/where-to-buy-nubia-n3
Oppo F7	--	https://www.kimovil.com/en/where-to-buy-oppo-f7
Asus ZenFone 4 ZE554KL	R$ 2,093	https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554k-ww-sd630
Oppo A3	R$ 1,046	https://www.kimovil.com/en/where-to-buy-oppo-a3-padt00
Doogee BL9000	R$ 656	https://www.kimovil.com/en/where-to-buy-doogee-bl9000
Vivo V15	--	https://www.kimovil.com/en/where-to-buy-vivo-v15-india
Cubot Max 2	R$ 552	https://www.kimovil.com/en/where-to-buy-cubot-max-2
Motorola Moto G7 Power	--	https://www.kimovil.com/en/where-to-buy-motorola-moto-g7-power-xt1955-2
Huawei Y9 (2019)	--	https://www.kimovil.com/en/where-to-buy-huawei-y9-2019-eu-4gb-128gb
Meizu Pro 7 Plus	R$ 1,514	https://www.kimovil.com/en/where-to-buy-meizu-pro-7-plu-128gb
UMiDIGI S2 Pro	R$ 710	https://www.kimovil.com/en/where-to-buy-umidigi-s2-pro
Ulefone T1	R$ 737	https://www.kimovil.com/en/where-to-buy-ulefone-t1-128gb
BlackBerry KEYone	R$ 1,169	https://www.kimovil.com/en/where-to-buy-blackberry-keyone-64gb
Vernee Mix 2	R$ 592	https://www.kimovil.com/en/where-to-buy-vernee-mix-2-6gb
Xiaomi Redmi Note 4	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-4-4gb-64gb
LG G6	R$ 2,259	https://www.kimovil.com/en/where-to-buy-lg-g6-kr-g600
Xiaomi Redmi Note 4	R$ 816	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-44gb-64gb-global
Ulefone Gemini Pro	R$ 621	https://www.kimovil.com/en/where-to-buy-ulefone-gemini-pro
Xiaomi Redmi Note 4X	R$ 536	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-4x-snapdragon-4gb-64gb
Asus ROG Phone	R$ 3,865	https://www.kimovil.com/en/where-to-buy-asus-rog-phone
Meizu Blue Charm 6T	R$ 375	https://www.kimovil.com/en/where-to-buy-meizu-blue-charm-6t-3gb-32gb
Meizu M6T	R$ 382	https://www.kimovil.com/en/where-to-buy-meizu-blue-charm-6t-global-32gb
Cubot Power	R$ 851	https://www.kimovil.com/en/where-to-buy-cubot-power-128gb
Samsung Galaxy J8	R$ 1,008	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-j8
Lenovo K8 Plus	R$ 670	https://www.kimovil.com/en/where-to-buy-lenovo-k8-plus
Huawei nova 3i	R$ 870	https://www.kimovil.com/en/where-to-buy-huawei-nova-3i
Huawei P Smart+	R$ 926	https://www.kimovil.com/en/where-to-buy-huawei-p-smart-plus
Oppo R9s Plus	R$ 1,469	https://www.kimovil.com/en/where-to-buy-oppo-r9s-plus
OnePlus 3T	R$ 2,523	https://www.kimovil.com/en/where-to-buy-oneplus-3t
Xiaomi Redmi Note 4	R$ 792	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-43gb-32gb
Meizu Pro 6 Plus	R$ 1,826	https://www.kimovil.com/en/where-to-buy-meizu-pro-6-plus-128gb
Xiaomi Redmi Note 4X	R$ 476	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-4x
Huawei Honor 6X	--	https://www.kimovil.com/en/where-to-buy-huawei-honor-6x-weu-3gb-32gb
Huawei P9 Plus	R$ 1,782	https://www.kimovil.com/en/where-to-buy-huawei-p9-plus-al10-dual-64gb
Huawei Honor Note 8	R$ 1,630	https://www.kimovil.com/en/where-to-buy-huawei-honor-note-8
ZUK Z2	--	https://www.kimovil.com/en/where-to-buy-zuk-z2-3gb-32gb
Xiaomi Mi Max	R$ 1,100	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-max-3gb-32gb
Xiaomi Mi Max	R$ 1,182	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-max-4gb-64gb
Huawei P9 Plus	R$ 1,913	https://www.kimovil.com/en/where-to-buy-huawei-p9-plusl-al10-128
OnePlus 2	R$ 1,176	https://www.kimovil.com/en/where-to-buy-oneplus-2-4gb-64gb-cn
AGM A9	R$ 780	https://www.kimovil.com/en/where-to-buy-agm-a9
AGM A9	R$ 844	https://www.kimovil.com/en/where-to-buy-agm-a9-64gb
Oukitel U23	R$ 660	https://www.kimovil.com/en/where-to-buy-oukitel-u23
Samsung Galaxy A6s	R$ 827	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a6s-sm-g6200-128gb
Doogee Y7 Plus	R$ 523	https://www.kimovil.com/en/where-to-buy-doogee-y7-plus
Cubot X19	R$ 434	https://www.kimovil.com/en/where-to-buy-cubot-x19
Huawei Y7 2019	R$ 575	https://www.kimovil.com/en/where-to-buy-huawei-y7-2019
Nokia 3.1 Plus	R$ 542	https://www.kimovil.com/en/where-to-buy-nokia-3-1-plus-cn
Oukitel WP2	R$ 776	https://www.kimovil.com/en/where-to-buy-oukitel-wp2
LG Stylo 4 Plus	--	https://www.kimovil.com/en/where-to-buy-lg-stylo-4-plus
Huawei nova 3i	--	https://www.kimovil.com/en/where-to-buy-huawei-nova-3i-4gb
Xiaomi Redmi 5	R$ 523	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-5-global
Xiaomi Redmi 5 Plus	R$ 540	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-5-plus-4gb-64gb
Huawei Enjoy 8 Plus	R$ 630	https://www.kimovil.com/en/where-to-buy-huawei-enjoy-8-plus
LG Q60	--	https://www.kimovil.com/en/where-to-buy-lg-q60
Huawei Y9 (2019)	--	https://www.kimovil.com/en/where-to-buy-huawei-y9-2019-eu-6gb-128gb
Alcatel Idol 5S	--	https://www.kimovil.com/en/where-to-buy-alcatel-idol-5s-3gb-32gb
Vivo Y91	--	https://www.kimovil.com/en/where-to-buy-vivo-y91-3gb-32gb
Wiko View 3	--	https://www.kimovil.com/en/where-to-buy-wiko-view-3
Lenovo K8 Note	R$ 386	https://www.kimovil.com/en/where-to-buy-lenovo-k8-note
Doogee BL12000	R$ 549	https://www.kimovil.com/en/where-to-buy-doogee-bl12000
Gionee A1	--	https://www.kimovil.com/en/where-to-buy-gionee-a1
Doogee Mix	R$ 388	https://www.kimovil.com/en/where-to-buy-doogee-mix
Vernee Mars Pro	R$ 582	https://www.kimovil.com/en/where-to-buy-vernee-mars-pro
Samsung Galaxy A9 Star Lite	R$ 866	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a9-star-lite
Oppo F7	--	https://www.kimovil.com/en/where-to-buy-oppo-f7-128gb
Lenovo K8 Note	R$ 442	https://www.kimovil.com/en/where-to-buy-lenovo-k8-note-4gb-64gb
Lenovo K8 Plus	R$ 679	https://www.kimovil.com/en/where-to-buy-lenovo-k8-plus-4gb-32gb
Doogee S70 Lite	R$ 703	https://www.kimovil.com/en/where-to-buy-doogee-s70-lite
Samsung Galaxy C9	R$ 1,132	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-c9-pro
Xiaomi Redmi Note 4X	R$ 535	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-4x-4gb-64gb
AGM X2	R$ 1,300	https://www.kimovil.com/en/where-to-buy-agm-x2
Huawei Honor Note 8	R$ 1,742	https://www.kimovil.com/en/where-to-buy-huawei-honor-note-8-64gb
Huawei Honor 8C	R$ 765	https://www.kimovil.com/en/where-to-buy-huawei-honor-8c-128gb
ZUK Z1	--	https://www.kimovil.com/en/where-to-buy-zuk-z1-64gb
Vivo Y95	R$ 749	https://www.kimovil.com/en/where-to-buy-vivo-y95
Elephone A5	R$ 737	https://www.kimovil.com/en/where-to-buy-elephone-a5-6gb-128gb
Samsung Galaxy J8	R$ 903	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-j8-j810y
Infinix Note 5	--	https://www.kimovil.com/en/where-to-buy-infinix-note-5-4gb-64gb
HUAWEI Mate 20 RS Porsche Design	R$ 7,311	https://www.kimovil.com/en/where-to-buy-huawei-mate-20-rs-porsche-design
LG Q Stylus	--	https://www.kimovil.com/en/where-to-buy-lg-q-stylus
Xiaomi Redmi 5 Plus	R$ 616	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-5-plus-global
BQ Aquaris VS Plus	R$ 740	https://www.kimovil.com/en/where-to-buy-bq-aquaris-vs-plus-4gb-64gb
Xiaomi Redmi 5 Plus	R$ 730	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-5-plus4gb-64gb-global
Nubia V18	R$ 437	https://www.kimovil.com/en/where-to-buy-nubia-v18
Leagoo Power 5	R$ 473	https://www.kimovil.com/en/where-to-buy-leagoo-power-5
Gome K1	R$ 388	https://www.kimovil.com/en/where-to-buy-gome-k1
Huawei P Smart+	--	https://www.kimovil.com/en/where-to-buy-huawei-p-smart-plus-3gb-ine-lx1
Lenovo K9 Note	R$ 513	https://www.kimovil.com/en/where-to-buy-lenovo-k9-note-global-64gb
Vivo Y17	--	https://www.kimovil.com/en/where-to-buy-vivo-y17
Elephone S8	R$ 631	https://www.kimovil.com/en/where-to-buy-elephone-s8
BQ Aquaris V Plus	R$ 784	https://www.kimovil.com/en/where-to-buy-bq-aquaris-v-plus
BQ Aquaris V Plus	R$ 871	https://www.kimovil.com/en/where-to-buy-bq-aquaris-v-plus4gb-64gb
Huawei Maimang 6	R$ 948	https://www.kimovil.com/en/where-to-buy-huawei-maimang-6
Huawei Mate 10 Lite	--	https://www.kimovil.com/en/where-to-buy-huawei-mate-10-lite
VKworld S8	R$ 390	https://www.kimovil.com/en/where-to-buy-vkworld-s8
Huawei Mate 10 Lite	R$ 833	https://www.kimovil.com/en/where-to-buy-huawei-mate-10-litea-l21
Xiaomi Redmi 5 Plus	R$ 536	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-5-plus
UMiDigi Z Pro	R$ 1,125	https://www.kimovil.com/en/where-to-buy-umidigi-z-pro
Gionee A1 Plus	R$ 737	https://www.kimovil.com/en/where-to-buy-gionee-a1-plus
Vernee Apollo X	R$ 575	https://www.kimovil.com/en/where-to-buy-vernee-apollo-x
Doogee Mix	R$ 392	https://www.kimovil.com/en/where-to-buy-doogee-mix4gb-64gb
Coolpad Cool Play 6	R$ 524	https://www.kimovil.com/en/where-to-buy-coolpad-cool-play-6
Blackview BV8000 Pro	R$ 772	https://www.kimovil.com/en/where-to-buy-blackview-bv8000-pro
Lenovo K5 Note (2018)	R$ 441	https://www.kimovil.com/en/where-to-buy-lenovo-k5-note-2018-4gb-64gb
Infinix Note 5	--	https://www.kimovil.com/en/where-to-buy-infinix-note-5
Sony Xperia XA1 Plus	R$ 1,408	https://www.kimovil.com/en/where-to-buy-sony-xperia-xa1-plus-g3416-4gb-32gb
Alcatel 5V	--	https://www.kimovil.com/en/where-to-buy-alcatel-5v
ZTE Nubia N1	--	https://www.kimovil.com/en/where-to-buy-nubia-n1
Xiaomi Mi Note 2	--	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-note-2-6gb-128gb
Huawei nova 3i	--	https://www.kimovil.com/en/where-to-buy-huawei-nova-3i-lx2-6gb-128gb
Xiaomi Redmi Note 3 Pro	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-3-pro
Elephone A5	R$ 699	https://www.kimovil.com/en/where-to-buy-elephone-a5
Blackview Max 1	R$ 1,151	https://www.kimovil.com/en/where-to-buy-blackview-max-1
Vivo U1	R$ 733	https://www.kimovil.com/en/where-to-buy-vivo-u1-3gb-32gb
Asus ZenFone 5Q	--	https://www.kimovil.com/en/where-to-buy-asus-zenfone-5q
Elephone U Pro	R$ 854	https://www.kimovil.com/en/where-to-buy-elephone-u-pro
Infinix Zero 5	--	https://www.kimovil.com/en/where-to-buy-infinix-zero-5
Sony Xperia XA2	R$ 962	https://www.kimovil.com/en/where-to-buy-sony-xperia-xa2
Sony Xperia XA2 Ultra	--	https://www.kimovil.com/en/where-to-buy-sony-xperia-xa2-ultra
Huawei Honor 7x	R$ 881	https://www.kimovil.com/en/where-to-buy-huawei-honor-7x-l21-64gb
HiSense H11	--	https://www.kimovil.com/en/where-to-buy-hisense-h11
Gionee M7 Power	--	https://www.kimovil.com/en/where-to-buy-gionee-m7-power
Cubot P20	R$ 624	https://www.kimovil.com/en/where-to-buy-cubot-p20
Ulefone X	R$ 466	https://www.kimovil.com/en/where-to-buy-ulefone-x
Asus ZenFone Max Plus	R$ 473	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-plus-zb570tl-4gb-64gb-global
Lenovo K9 Note	--	https://www.kimovil.com/en/where-to-buy-lenovo-k9-note
Panasonic Eluga Z1	--	https://www.kimovil.com/en/where-to-buy-panasonic-eluga-z1
Lenovo K9 Note	R$ 410	https://www.kimovil.com/en/where-to-buy-lenovo-k9-note-3gb-32gb
Lenovo K9 Note	R$ 410	https://www.kimovil.com/en/where-to-buy-lenovo-k9-note-global
Bluboo S1	R$ 374	https://www.kimovil.com/en/where-to-buy-bluboo-s1
Huawei Honor 7x	R$ 586	https://www.kimovil.com/en/where-to-buy-huawei-honor-7x
Sony Xperia XA1 Plus	R$ 1,450	https://www.kimovil.com/en/where-to-buy-sony-xperia-xa1-plus
AGM X2	R$ 1,732	https://www.kimovil.com/en/where-to-buy-agm-x2-6gb-128gb
Blackview BV9000	R$ 693	https://www.kimovil.com/en/where-to-buy-blackview-bv9000
Xiaomi Redmi 4X	R$ 557	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-4x3gb-32gb
Alcatel Idol 5S	--	https://www.kimovil.com/en/where-to-buy-alcatel-idol-5s
Huawei P10 Plus	R$ 2,872	https://www.kimovil.com/en/where-to-buy-huawei-p10-plus-al00-256gb
Samsung Galaxy J7 Prime	R$ 749	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-j7-prime
Xiaomi Redmi 4X	R$ 566	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-4x-global
Ulefone Armor 2	R$ 809	https://www.kimovil.com/en/where-to-buy-ulefone-armor-2
Lenovo K5 Note (2018)	R$ 465	https://www.kimovil.com/en/where-to-buy-lenovo-k5-note-2018
Huawei Honor 9i	--	https://www.kimovil.com/en/where-to-buy-huawei-honor-9i-l22
Meizu M6T	R$ 775	https://www.kimovil.com/en/where-to-buy-meizu-blue-charm-6t-global-64gb
Samsung Galaxy A6 Plus (2018)	R$ 1,284	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a6-plus-2018-duos-64gb
Motorola Moto E5 Plus	R$ 488	https://www.kimovil.com/en/where-to-buy-motorola-moto-e5-plus-3gb-32gb
Xiaomi Redmi Note 5	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-5-india
Xiaomi Redmi Note 5	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-5-4gb-64gb-india
Huawei Honor V8	R$ 1,316	https://www.kimovil.com/en/where-to-buy-huawei-honor-v8-64gb
Xiaomi Redmi Note 4	R$ 871	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-4-3gb-64gb
Huawei G9 Plus	--	https://www.kimovil.com/en/where-to-buy-huawei-g9-plus
Xiaomi Redmi Note 3	R$ 665	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-3-3gb-32gb
Samsung Galaxy A9 (2016)	R$ 1,444	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a9
LeTV Le Max X900	R$ 2,042	https://www.kimovil.com/en/where-to-buy-letv-s1-max
Asus ZenFone Max Plus	R$ 469	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-plus-zb570tl-3gb-32gb-global
Vivo Y73	R$ 621	https://www.kimovil.com/en/where-to-buy-vivo-y73v1731ca-4gb-64gb
Vivo U1	R$ 916	https://www.kimovil.com/en/where-to-buy-vivo-u1
Motorola Moto G6 Play	--	https://www.kimovil.com/en/where-to-buy-motorola-moto-g6-play-3gb-32gb-na
Zoji Z33	R$ 412	https://www.kimovil.com/en/where-to-buy-zoji-z33
Sharp B10	R$ 341	https://www.kimovil.com/en/where-to-buy-sharp-b10
Infinix S3X	--	https://www.kimovil.com/en/where-to-buy-infinix-s3x
Asus ZenFone 5 Lite	R$ 1,605	https://www.kimovil.com/en/where-to-buy-asus-zenfone-5-lites630-4gb-128gb
