Name	Price	Link
Huawei Mate 10 Pro	R$ 3,085	https://www.kimovil.com/en/where-to-buy-huawei-mate-10-pro-128gb
Xiaomi Mi Note 3	R$ 871	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-note-34gb-64gb
LG G6	R$ 2,999	https://www.kimovil.com/en/where-to-buy-lg-g6
Xiaomi Mi6	R$ 1,280	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-6
OnePlus 5	R$ 1,287	https://www.kimovil.com/en/where-to-buy-oneplus-5
Huawei Honor Play	R$ 910	https://www.kimovil.com/en/where-to-buy-huawei-honor-play-6gb
Samsung Galaxy A8s	R$ 1,182	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a8s
Huawei nova 4	R$ 1,304	https://www.kimovil.com/en/where-to-buy-huawei-nova-4
Lenovo Z5s	R$ 745	https://www.kimovil.com/en/where-to-buy-lenovo-z5s
Huawei Nova 3	--	https://www.kimovil.com/en/where-to-buy-huawei-nova-3l29-4gb-128gb
Huawei Mate 20 PRO	R$ 3,881	https://www.kimovil.com/en/where-to-buy-huawei-mate-20-pro-256gb-l29
Xiaomi Redmi Note 6 Pro	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-6-pro-tw-4gb-64gb
Asus ZenFone Max Pro (M2)	--	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-pro-m2-zb631kl-4gb-64gb
LG V40 ThinQ	--	https://www.kimovil.com/en/where-to-buy-lg-v40-thinq-korea
Redmi Note 7	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-7-india
Oppo F11	--	https://www.kimovil.com/en/where-to-buy-oppo-f11
UMIDIGI Z2	R$ 621	https://www.kimovil.com/en/where-to-buy-umidigi-z2-special-edition
Asus Zenfone 5	R$ 1,236	https://www.kimovil.com/en/where-to-buy-asus-zenfone-5-ze620kl-vc
Sony Xperia XZ3	R$ 4,112	https://www.kimovil.com/en/where-to-buy-sony-xperia-xz3
Nubia X	R$ 1,851	https://www.kimovil.com/en/where-to-buy-nubia-x
Realme 2 Pro	--	https://www.kimovil.com/en/where-to-buy-realme-2-pro
Realme 2 Pro	--	https://www.kimovil.com/en/where-to-buy-realme-2-pro-6gb-64gb
Realme 2 Pro	--	https://www.kimovil.com/en/where-to-buy-realme-2-pro-128gb
Google Pixel 3 XL	R$ 3,476	https://www.kimovil.com/en/where-to-buy-google-pixel-3-xl-128gb
Xiaomi Mi Max 3	R$ 889	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-max-3global-4gb-64gb-cn
Asus ZenFone 4 Pro	R$ 1,842	https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-pro
Xiaomi Mi Max 3	R$ 893	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-max-3
Meizu 15 Plus	R$ 1,739	https://www.kimovil.com/en/where-to-buy-meizu-15-plus
Xiaomi Redmi Note 5	R$ 599	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-5-6gb-64gb
Asus ZenFone 4 ZE554KL	R$ 709	https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554kl-cn-sd660
Asus ZenFone 4 ZE554KL	R$ 544	https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554kl-tw-sd630-2
Huawei Honor 10	R$ 1,083	https://www.kimovil.com/en/where-to-buy-huawei-honor-10
Huawei Honor 10	R$ 1,284	https://www.kimovil.com/en/where-to-buy-huawei-honor-10-eu-64gb
Redmi Note 7	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-7-in-4gb-64gb
Samsung Galaxy A70	R$ 1,353	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a70
Ulefone Armor 6E	R$ 775	https://www.kimovil.com/en/where-to-buy-ulefone-armor-6e
Realme 3 Pro	--	https://www.kimovil.com/en/where-to-buy-realme-3-pro-6gb-64gb
Realme X Lite	R$ 1,009	https://www.kimovil.com/en/where-to-buy-realme-x-lite
Wiko View 3 pro	--	https://www.kimovil.com/en/where-to-buy-wiko-view-3-pro
Realme X Lite	R$ 1,242	https://www.kimovil.com/en/where-to-buy-realme-x-lite-6gb-128gb
Wiko View 3 pro	R$ 986	https://www.kimovil.com/en/where-to-buy-wiko-view-3-pro-4gb-64gb
Asus Zenfone 5z	R$ 2,443	https://www.kimovil.com/en/where-to-buy-asus-zenfone-5z-zs620kl-va-6gb-128gb
Asus ZenFone 4 ZE554KL	R$ 543	https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554kl
Samsung Galaxy Note 8	R$ 2,564	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-note-8n-950fd-dual-sim-128gb
Oppo R11s Plus	R$ 1,222	https://www.kimovil.com/en/where-to-buy-oppo-r11s-plus
HTC U11+	R$ 1,875	https://www.kimovil.com/en/where-to-buy-htc-u11-plus
Smartisan Nut Pro 2	R$ 881	https://www.kimovil.com/en/where-to-buy-smartisan-nut-pro-2-4gb-64gb
Smartisan Nut Pro 2	R$ 1,014	https://www.kimovil.com/en/where-to-buy-smartisan-nut-pro-2-6gb-64gb
Xiaomi Mi6	R$ 1,373	https://www.kimovil.com/en/where-to-buy-xiaomi-mi6-4gb-64gb
Vivo NEX	R$ 2,331	https://www.kimovil.com/en/where-to-buy-vivo-nex
Huawei Honor Note 10	R$ 1,213	https://www.kimovil.com/en/where-to-buy-huawei-honor-note-10
Huawei Honor Note 10	R$ 1,209	https://www.kimovil.com/en/where-to-buy-huawei-honor-note-10-6gb-128gb-al00
Google Pixel XL	R$ 760	https://www.kimovil.com/en/where-to-buy-google-pixel-xl
Google Pixel XL	R$ 1,439	https://www.kimovil.com/en/where-to-buy-google-pixel-xl128gb
Xiaomi Mi Note 2	R$ 721	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-note-2
Huawei Mate 9	R$ 1,825	https://www.kimovil.com/en/where-to-buy-huawei-mate-9-al00-4gb-64gb
Vivo NEX	--	https://www.kimovil.com/en/where-to-buy-vivo-nex-a-8gb-128gb
Huawei P9 Plus	--	https://www.kimovil.com/en/where-to-buy-huawei-p9-plus
Meizu Note 8	R$ 524	https://www.kimovil.com/en/where-to-buy-meizu-note-8-global
Huawei Honor Magic 2	R$ 3,532	https://www.kimovil.com/en/where-to-buy-huawei-honor-magic-2-8gb-256gb-tny-tl00
Nubia X	--	https://www.kimovil.com/en/where-to-buy-nubia-x-256gb
Xiaomi Redmi Note 6 Pro	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-6-pro-6gb-64gb-in
Xiaomi Redmi Note 6 Pro	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-6-pro-india
Lenovo Z5s	R$ 851	https://www.kimovil.com/en/where-to-buy-lenovo-z5s-6gb-64gb
Oppo RX17 Pro	R$ 2,347	https://www.kimovil.com/en/where-to-buy-oppo-rx17-pro
Vivo iQoo	R$ 2,794	https://www.kimovil.com/en/where-to-buy-vivo-iqoo-8gb-256gb
Blackview BV9500	R$ 1,335	https://www.kimovil.com/en/where-to-buy-blackview-bv9500-pro
Huawei Honor Play	R$ 953	https://www.kimovil.com/en/where-to-buy-huawei-honor-play-l29
Asus Zenfone 5	R$ 1,699	https://www.kimovil.com/en/where-to-buy-asus-zenfone-5-ze620kl-vb-4gb-128gb
Samsung Galaxy A9 (2018)	R$ 1,491	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a9-2018
Huawei Honor 8x	R$ 713	https://www.kimovil.com/en/where-to-buy-huawei-honor-8x-l29
Xiaomi Mi Max 3	R$ 1,129	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-max-3-6gb-128gb
Xiaomi Redmi Note 5	R$ 578	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-5-4gb-64gb
Nokia 7 Plus	R$ 839	https://www.kimovil.com/en/where-to-buy-nokia-7-plus
Xiaomi Redmi Note 5	R$ 591	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-5-global-64gb
Huawei P20	--	https://www.kimovil.com/en/where-to-buy-huawei-p20
Nokia 7 Plus	R$ 1,107	https://www.kimovil.com/en/where-to-buy-nokia-7-plus-global
Xiaomi Redmi Note 5	R$ 540	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-5-32gb
Huawei P20	R$ 1,678	https://www.kimovil.com/en/where-to-buy-huawei-p20-6gb-64gb
Huawei P20 Pro	R$ 3,522	https://www.kimovil.com/en/where-to-buy-huawei-p20-pro-al00-6gb-256gb
Asus ZenFone 4 ZE554KL	R$ 680	https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554kl-cn
Asus ZenFone 4 ZE554KL	R$ 967	https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554kl-tw-sd660
Nubia Z18 Mini	R$ 890	https://www.kimovil.com/en/where-to-buy-nubia-z18-mini
Xiaomi Black Shark	R$ 1,374	https://www.kimovil.com/en/where-to-buy-xiaomi-black-shark
Huawei Honor 10	R$ 1,287	https://www.kimovil.com/en/where-to-buy-huawei-honor-10-6gb-128gb
Xiaomi Mi Mix 2s	--	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-mix-2s-6gb-256gb
Nubia Red Magic	R$ 1,441	https://www.kimovil.com/en/where-to-buy-nubia-red-magic-8gb-128gb
Lenovo Z5	R$ 583	https://www.kimovil.com/en/where-to-buy-lenovo-z5
Huawei P30 Lite	R$ 1,397	https://www.kimovil.com/en/where-to-buy-huawei-p30-lite-6gb
Xiaomi Redmi Note 6 Pro	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-6-pro-3gb-32gb-in
Oppo Reno	R$ 2,484	https://www.kimovil.com/en/where-to-buy-oppo-reno-pacm00-6gb-128gb
Lenovo Z5s	R$ 768	https://www.kimovil.com/en/where-to-buy-lenovo-z5s-global
Realme 3 Pro	--	https://www.kimovil.com/en/where-to-buy-realme-3-pro
Samsung Galaxy A70	R$ 1,518	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a70-8gb
Realme 3 Pro	--	https://www.kimovil.com/en/where-to-buy-realme-3-pro-6gb-128gb
Google Pixel 3a XL	--	https://www.kimovil.com/en/where-to-buy-google-pixel-3a-xl
Wiko View 3 pro	R$ 1,045	https://www.kimovil.com/en/where-to-buy-wiko-view-3-pro-3gb-32gb
Xiaomi Redmi Note 5	R$ 486	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-5
Samsung Galaxy Note 8	R$ 2,575	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-note-8n-950fd-dual-sim-256gb
Asus ZenFone 3 Zoom ZE553KL	R$ 699	https://www.kimovil.com/en/where-to-buy-asus-zenfone-3-zoom-ze553kl
Huawei P10 Plus	R$ 2,600	https://www.kimovil.com/en/where-to-buy-huawei-p10-plus-128gb
Xiaomi Mi6	R$ 1,739	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-6-6gb-128gb
Samsung Galaxy A9 Star	R$ 925	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a9-star
Lenovo Z5	R$ 587	https://www.kimovil.com/en/where-to-buy-lenovo-z5-128gb
Huawei Nova 3	R$ 1,355	https://www.kimovil.com/en/where-to-buy-huawei-nova-3
Blackview BV9500	R$ 995	https://www.kimovil.com/en/where-to-buy-blackview-bv9500
Xiaomi Redmi Note 5	R$ 1,249	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-5-6gb-128gb
Huawei Honor 10	R$ 1,225	https://www.kimovil.com/en/where-to-buy-huawei-honor-10-4gb-128gb
Samsung Galaxy Note 9	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-note-9-us-512
Huawei Mate 9	R$ 2,103	https://www.kimovil.com/en/where-to-buy-huawei-mate-9
Huawei Mate 9	R$ 1,738	https://www.kimovil.com/en/where-to-buy-huawei-mate-9-4gb-32gb
Samsung Galaxy S7 Edge	R$ 1,882	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-s7-edge-dual-128gb
Huawei Mate 8	R$ 1,639	https://www.kimovil.com/en/where-to-buy-huawei-mate-8al10-4gb-64gb
Meizu Note 8	R$ 517	https://www.kimovil.com/en/where-to-buy-meizu-note-8
Oppo RX17 Neo	R$ 1,417	https://www.kimovil.com/en/where-to-buy-oppo-r17-neo
Samsung Galaxy A9 (2018)	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a9-2018-8gb-128gb
UMIDIGI One Max	R$ 660	https://www.kimovil.com/en/where-to-buy-umidigi-one-max
Realme U1	--	https://www.kimovil.com/en/where-to-buy-realme-u1
Meizu Note 8	R$ 516	https://www.kimovil.com/en/where-to-buy-meizu-note-8-m822q-32gb
Huawei P Smart 2019	R$ 886	https://www.kimovil.com/en/where-to-buy-huawei-p-smart-2019
Huawei Honor 10 Lite	R$ 674	https://www.kimovil.com/en/where-to-buy-huawei-honor-10-lite-l29
Xiaomi Redmi Note 6 Pro	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-6-pro-tw-3gb-32gb
Asus ZenFone Max Pro (M2)	R$ 1,324	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-pro-m2-zb631kl-6gb-64gb
LG V40 ThinQ	--	https://www.kimovil.com/en/where-to-buy-lg-v40-thinq-us
Vivo iQOO	R$ 3,338	https://www.kimovil.com/en/where-to-buy-vivo-iqoo-12gb-256gb
Huawei Honor 10 Lite	R$ 662	https://www.kimovil.com/en/where-to-buy-huawei-honor-10-lite-lx1-3gb-32gb
Huawei Honor 8x	R$ 666	https://www.kimovil.com/en/where-to-buy-huawei-8x
Vivo V11 Pro	--	https://www.kimovil.com/en/where-to-buy-vivo-v11-pro
Vivo V11	R$ 1,380	https://www.kimovil.com/en/where-to-buy-vivo-v11
Huawei Honor 8x	R$ 1,002	https://www.kimovil.com/en/where-to-buy-huawei-honor-8x-6gb-64gb-al00
Huawei Honor 8x	R$ 1,004	https://www.kimovil.com/en/where-to-buy-huawei-honor-8x-6gb-128gb-al00
Oppo F9	--	https://www.kimovil.com/en/where-to-buy-oppo-f9-4gb-64gb
Xiaomi Black Shark	R$ 2,212	https://www.kimovil.com/en/where-to-buy-xiaomi-black-shark8gb-128gb-global
Xiaomi Black Shark	R$ 1,525	https://www.kimovil.com/en/where-to-buy-xiaomi-black-shark6gb-64gb-global
Huawei Honor 8x	R$ 931	https://www.kimovil.com/en/where-to-buy-huawei-honor-8x-l21-128gb
Oppo K1	R$ 1,125	https://www.kimovil.com/en/where-to-buy-oppo-k1
Meizu E3	R$ 877	https://www.kimovil.com/en/where-to-buy-meizu-e3
Huawei Honor V10	R$ 1,397	https://www.kimovil.com/en/where-to-buy-huawei-honor-v10-al20-4gb-128gb
Asus ZenFone 4 ZE554KL	R$ 819	https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554kl-ww-sd660
Xiaomi Black Shark	R$ 1,945	https://www.kimovil.com/en/where-to-buy-xiaomi-black-shark-128gb
Asus ZenFone Max Pro (M1)	R$ 889	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-pro-m1
Nubia Z18 Mini	R$ 1,034	https://www.kimovil.com/en/where-to-buy-nubia-z18-mini-6gb-128gb
Samsung Galaxy A50	R$ 1,367	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a50-6gb-128gb-a505fd
Huawei P30 Lite	R$ 1,262	https://www.kimovil.com/en/where-to-buy-huawei-p30-lite
Huawei Honor 8x	R$ 828	https://www.kimovil.com/en/where-to-buy-huawei-honor-8x-l22
Lenovo Z5s	R$ 944	https://www.kimovil.com/en/where-to-buy-lenovo-z5s-global-6gb-64gb
Samsung Galaxy A50	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a50-na
Oppo Reno	R$ 2,717	https://www.kimovil.com/en/where-to-buy-oppo-reno-256gb
Samsung Galaxy A8s	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a8s-4gb-128gb
Huawei Honor 20i	R$ 945	https://www.kimovil.com/en/where-to-buy-huawei-honor-20i
Huawei Honor 20 Lite	--	https://www.kimovil.com/en/where-to-buy-huawei-honor-20-lite
Motorola One Vision	R$ 1,699	https://www.kimovil.com/en/where-to-buy-motorola-moto-one-vision
Huawei P30	R$ 4,340	https://www.kimovil.com/en/where-to-buy-huawei-p30-8gb-256gb-l29
Lenovo Z6 Youth Edition	R$ 701	https://www.kimovil.com/en/where-to-buy-lenovo-z6-youth-edition
Smartisan Nut Pro 2	R$ 1,269	https://www.kimovil.com/en/where-to-buy-smartisan-nut-pro-2
Huawei Nova 2s	R$ 838	https://www.kimovil.com/en/where-to-buy-huawei-nova-2s
LeEco Le Max 3	R$ 714	https://www.kimovil.com/en/where-to-buy-leeco-le-max-3
Huawei P10 Plus	R$ 4,055	https://www.kimovil.com/en/where-to-buy-huawei-p10-plus-4gb-64gb
Asus ZenFone AR	--	https://www.kimovil.com/en/where-to-buy-asus-zenfone-ar
Oppo F9	--	https://www.kimovil.com/en/where-to-buy-oppo-f9
Oppo F9 Pro	--	https://www.kimovil.com/en/where-to-buy-oppo-f9-pro
Xiaomi Mi Mix	R$ 1,822	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-mix-exclusive-edition
Huawei Mate 9	R$ 2,087	https://www.kimovil.com/en/where-to-buy-huawei-mate-9-al00-6gb-128gb
Huawei Mate 9 Pro	R$ 1,826	https://www.kimovil.com/en/where-to-buy-huawei-mate-9-pro
OnePlus 3T	R$ 1,658	https://www.kimovil.com/en/where-to-buy-oneplus-3t6gb-128gb-cn
Meizu Pro 6 Plus	R$ 745	https://www.kimovil.com/en/where-to-buy-meizu-pro-6-plus
Samsung Galaxy S6 Active	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-s6-active
Huawei nova 4	--	https://www.kimovil.com/en/where-to-buy-huawei-nova-4-al00-6gb-128gb
Sony Xperia Z5 Premium	R$ 1,617	https://www.kimovil.com/en/where-to-buy-sony-xperia-z5-premium-dualsim
Huawei Enjoy Max	R$ 851	https://www.kimovil.com/en/where-to-buy-huawei-enjoy-max-ars-tl00-4gb-64gb
Lenovo K5 Pro	R$ 663	https://www.kimovil.com/en/where-to-buy-lenovo-k5-pro-6gb-128gb
Lenovo K5 Pro	R$ 554	https://www.kimovil.com/en/where-to-buy-lenovo-k5-pro-6gb-64gb
Poptel P60	R$ 1,025	https://www.kimovil.com/en/where-to-buy-poptel-p60
Huawei Honor 10 Lite	R$ 918	https://www.kimovil.com/en/where-to-buy-huawei-honor-10-lite
Leagoo S10	R$ 1,084	https://www.kimovil.com/en/where-to-buy-leagoo-s10
Lenovo S5 Pro GT	R$ 939	https://www.kimovil.com/en/where-to-buy-lenovo-s5-pro-gt
Lenovo S5 Pro GT	R$ 1,021	https://www.kimovil.com/en/where-to-buy-lenovo-s5-pro-gt-6gb
Sony Xperia XA2 Plus	R$ 1,091	https://www.kimovil.com/en/where-to-buy-sony-xperia-xa2-plus6gb-64gb
Ulefone Armor 6	R$ 1,156	https://www.kimovil.com/en/where-to-buy-ulefone-armor-6
Asus ZenFone Max (M2)	R$ 999	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-m2
Asus ZenFone Max (M2)	--	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-m2-64gb
Huawei Honor 8x	R$ 970	https://www.kimovil.com/en/where-to-buy-huawei-honor-8x4gb-128gb-al00
Huawei Honor 10 Lite	R$ 797	https://www.kimovil.com/en/where-to-buy-huawei-honor-10-lite-al00-3gb-32gb
Asus ZenFone Max (M2)	R$ 999	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-m2-4gb-32gb-zb633kl
Asus ZenFone Max Pro (M1)	--	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-pro-m1-india
Realme U1	--	https://www.kimovil.com/en/where-to-buy-realme-u1-4gb-64gb
Samsung Galaxy A30	R$ 939	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a30
Samsung Galaxy A50	R$ 1,777	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a50-a505fd-64gb
Samsung Galaxy A50	R$ 1,276	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a50
Huawei Honor 8x Max	R$ 756	https://www.kimovil.com/en/where-to-buy-huawei-honor-8x-max
Asus ZenFone 3 Zoom ZE553KL	R$ 1,000	https://www.kimovil.com/en/where-to-buy-asus-zenfone-3-zoom-ze553kl32gb
AGM X3	R$ 1,935	https://www.kimovil.com/en/where-to-buy-agm-x3
Huawei Enjoy 9 Plus	R$ 925	https://www.kimovil.com/en/where-to-buy-huawei-enjoy-9-plus
Doogee S80 Lite	R$ 924	https://www.kimovil.com/en/where-to-buy-doogee-s80-lite
Lenovo K5 Pro	R$ 512	https://www.kimovil.com/en/where-to-buy-lenovo-k5-pro
Huawei Honor V10	R$ 1,324	https://www.kimovil.com/en/where-to-buy-huawei-honor-v10-6gb-128gb-l09
Xiaomi Redmi Note 5 Pro	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-5-pro
Xiaomi Redmi Note 5 Pro	--	https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-5-pro-6gb
Samsung Galaxy S9+	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-s9-plus-6gb-128gb
Ulefone Power 5	R$ 893	https://www.kimovil.com/en/where-to-buy-ulefone-power5
Nubia Red Magic	R$ 1,339	https://www.kimovil.com/en/where-to-buy-nubia-red-magic
Asus ZenFone Max Pro (M1)	R$ 693	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-pro-m1-4gb-64gb
Vivo X27	R$ 2,717	https://www.kimovil.com/en/where-to-buy-vivo-x27-256gb
Huawei Honor 8x	R$ 1,107	https://www.kimovil.com/en/where-to-buy-huawei-honor-8x-4gb-128gb-l22
Huawei P Smart+ 2019	R$ 1,107	https://www.kimovil.com/en/where-to-buy-huawei-p-smart-plus-2019
Oppo Reno	R$ 2,950	https://www.kimovil.com/en/where-to-buy-oppo-reno-8gb-256gb
Huawei P30 Lite	--	https://www.kimovil.com/en/where-to-buy-huawei-p30-lite-lx3
Realme U1	--	https://www.kimovil.com/en/where-to-buy-realme-u1-3gb-64gb
Huawei P Smart Z	--	https://www.kimovil.com/en/where-to-buy-huawei-p-smart-z
Samsung Galaxy A40s	R$ 799	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a40s
Asus ZenFone Max Pro (M1)	R$ 731	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-pro-m1-va-6gb-64gb
Lenovo Z6 Youth Edition	R$ 1,048	https://www.kimovil.com/en/where-to-buy-lenovo-z6-youth-edition-cn-6gb-64gb
Meizu Pro 7 Plus	R$ 819	https://www.kimovil.com/en/where-to-buy-meizu-pro-7-plus
Huawei Honor V10	R$ 1,142	https://www.kimovil.com/en/where-to-buy-huawei-honor-v10
Huawei Honor V10	R$ 1,370	https://www.kimovil.com/en/where-to-buy-huawei-honor-v10-6gb-64gb
Huawei Honor V10	R$ 1,478	https://www.kimovil.com/en/where-to-buy-huawei-honor-v10-6gb-128gb
Asus ZenFone 3 Zoom ZE553KL	R$ 1,536	https://www.kimovil.com/en/where-to-buy-asus-zenfone-3-zoom-ze553kl-128
Huawei P10 Plus	R$ 1,772	https://www.kimovil.com/en/where-to-buy-huawei-p10-plus
LeEco Le 3 Pro	R$ 466	https://www.kimovil.com/en/where-to-buy-leeco-le-3-pro
Huawei P10 Plus	R$ 2,319	https://www.kimovil.com/en/where-to-buy-huawei-p10-plus-l29
Xiaomi Mi6	R$ 2,090	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-6-exclusive-edition
Huawei Honor Play	R$ 1,196	https://www.kimovil.com/en/where-to-buy-huawei-honor-play
Xiaomi Mi A2 Lite	R$ 523	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-a2-lite
Xiaomi Mi A2 Lite	R$ 575	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-a2-lite-4gb-64gb
Xiaomi Mi A2 Lite	R$ 579	https://www.kimovil.com/en/where-to-buy-xiaomi-mi-a2-lite-4gb-32gb
Huawei Mate 20 Lite	R$ 970	https://www.kimovil.com/en/where-to-buy-huawei-mate-20-lite
Huawei Honor Note 10	R$ 1,894	https://www.kimovil.com/en/where-to-buy-huawei-honor-note-10-8gb-128gb-al09
Huawei Honor Play	R$ 1,118	https://www.kimovil.com/en/where-to-buy-huawei-honor-play-india
Xiaomi Mi5s Plus	R$ 1,059	https://www.kimovil.com/en/where-to-buy-xiaomi-mi5s-plus
Huawei Mate 9 Pro	R$ 2,065	https://www.kimovil.com/en/where-to-buy-huawei-mate-9-pro-6gb-128gb
Samsung Galaxy A30	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a30-a305g-3gb-32gb
Samsung Galaxy A30	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a30sm-a305g-3gb-64gb
Sony Xperia Z5 Premium	--	https://www.kimovil.com/en/where-to-buy-sony-xperia-z5-premium
Huawei Enjoy 9 Plus	R$ 1,004	https://www.kimovil.com/en/where-to-buy-huawei-enjoy-9-plus-al00-4gb-128gb-enjoy-9-plus
Asus ROG Phone	R$ 4,177	https://www.kimovil.com/en/where-to-buy-asus-rog-phone-128gb
AGM X3	R$ 2,237	https://www.kimovil.com/en/where-to-buy-agm-x3-8gb-64gb
Huawei Honor Play	R$ 1,402	https://www.kimovil.com/en/where-to-buy-huawei-honor-play-6gb-128gb-al10
Blackview BV9600	R$ 1,345	https://www.kimovil.com/en/where-to-buy-blackview-bv9600-pro
Huawei Honor 10 Lite	R$ 1,290	https://www.kimovil.com/en/where-to-buy-huawei-honor-10-lite-al00-6gb-64gb
Sony Xperia XA2 Plus	--	https://www.kimovil.com/en/where-to-buy-sony-xperia-xa2-plus
Lenovo Z5s	R$ 1,541	https://www.kimovil.com/en/where-to-buy-lenovo-z5s-128gb
Samsung Galaxy M20	R$ 970	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-m20
Realme 3	--	https://www.kimovil.com/en/where-to-buy-realme-3
Samsung Galaxy M20	R$ 886	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-m20-sm-m205f-3gb-32gb
Samsung Galaxy A50	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a50-6gb-64gb-a505fd
Samsung Galaxy A8+ (2018)	--	https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a8-plus-6gb-64gb-a730fd
Huawei Honor 8x Max	R$ 932	https://www.kimovil.com/en/where-to-buy-huawei-honor-8x-max-4gb-128gb-al00
Huawei Honor 8x Max	R$ 936	https://www.kimovil.com/en/where-to-buy-huawei-honor-8x-max-6gb-64gb-al00
Huawei Maimang 7	R$ 859	https://www.kimovil.com/en/where-to-buy-huawei-maimang-7
Ulefone Power 5	R$ 733	https://www.kimovil.com/en/where-to-buy-ulefone-power-5s
Asus ZenFone 4 ZE554KL	R$ 999	https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554k-br
Asus ZenFone Max Pro (M1)	R$ 809	https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-pro-m1-am
Sony Xperia XZ3	--	https://www.kimovil.com/en/where-to-buy-sony-xperia-xz3-apac
Huawei Enjoy Max	R$ 920	https://www.kimovil.com/en/where-to-buy-huawei-enjoy-max
Doogee S80	R$ 1,130	https://www.kimovil.com/en/where-to-buy-doogee-s80
Ulefone Power 3S	R$ 466	https://www.kimovil.com/en/where-to-buy-ulefone-power-3s
Meizu E3	R$ 1,226	https://www.kimovil.com/en/where-to-buy-meizu-e3-128gb
Huawei P20	R$ 2,212	https://www.kimovil.com/en/where-to-buy-huawei-p20-6gb-128gb-al00
Vernee V2 Pro	R$ 739	https://www.kimovil.com/en/where-to-buy-vernee-v2-pro
Realme 3	--	https://www.kimovil.com/en/where-to-buy-realme-3-4gb-64gb
