Name,Price,Link,Antutu,Custo Benefício
Xiaomi Redmi 5 Plus,686,https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-5-plus4gb-64gb-global,76883,00112
OnePlus 7 Pro,3257,https://www.kimovil.com/en/where-to-buy-oneplus-7-pro-8gb-256gb,364025,00111
Xiaomi Mi MIX 2,1856,https://www.kimovil.com/en/where-to-buy-xiaomi-mi-mix-2-6gb-256gb,206574,00111
LG G6,1407,https://www.kimovil.com/en/where-to-buy-lg-g6lgh870ds-128gb,156293,00111
Nubia Z17,1880,https://www.kimovil.com/en/where-to-buy-nubia-z178gb-64,208922,00111
Smartisan Nut Pro 2S,1560,https://www.kimovil.com/en/where-to-buy-smartisan-nut-pro-2s-6gb,171652,00110
Xiaomi Redmi Note 4X,557,https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-4x-snapdragon-4gb-64gb,61718,00110
Asus Zenfone 5z,2502,https://www.kimovil.com/en/where-to-buy-asus-zenfone-5z-zs620kl-vc-6gb-128gb,274499,00109
HTC U12 Life,1049,https://www.kimovil.com/en/where-to-buy-htc-u12-life,115000,00109
Oneplus 6T,2745,https://www.kimovil.com/en/where-to-buy-oneplus-6t,297132,00108
Razer Phone 2,2535,https://www.kimovil.com/en/where-to-buy-razer-phone-2,275000,00108
LG G6,1444,https://www.kimovil.com/en/where-to-buy-lg-g6eu-lgh870-dualsim,156293,00108
Nokia 6.1 Plus,1008,https://www.kimovil.com/en/where-to-buy-nokia-6-1-plus-global,109000,00108
Xiaomi Mi 9,3475,https://www.kimovil.com/en/where-to-buy-xiaomi-mi-9-8gb-128gb-global,372006,00107
Vivo V15 Pro,1663,https://www.kimovil.com/en/where-to-buy-vivo-v15-pro-global,179327,00107
Sony Xperia XZ3,2409,https://www.kimovil.com/en/where-to-buy-sony-xperia-xz3-h9493,260000,00107
Smartisan Nut Pro 2,1321,https://www.kimovil.com/en/where-to-buy-smartisan-nut-pro-2,142195,00107
Micromax Selfie 3,404,https://www.kimovil.com/en/where-to-buy-micromax-selfie-3,43542,00107
Xiaomi Mi Max 2,727,https://www.kimovil.com/en/where-to-buy-xiaomi-mi-max-2,77231,00106
Xiaomi Mi5,1288,https://www.kimovil.com/en/where-to-buy-xiaomi-mi5-64gb,136773,00106
Motorola Moto Z2 Play,631,https://www.kimovil.com/en/where-to-buy-lenovo-moto-z2-play-4gb,66427,00105
Asus ZenFone Max Pro (M2),1370,https://www.kimovil.com/en/where-to-buy-asus-zenfone-max-pro-m2-zb631kl-6gb-64gb,143000,00104
Vivo iQOO,3475,https://www.kimovil.com/en/where-to-buy-vivo-iqoo-12gb-256gb,361408,00104
Nokia 7.1,1098,https://www.kimovil.com/en/where-to-buy-nokia-7-1ta-1085-64gb,115000,00104
HTC U12+,2652,https://www.kimovil.com/en/where-to-buy-htc-u12-plus-6gb-128gb,275000,00103
Lenovo Z5 Pro GT,3598,https://www.kimovil.com/en/where-to-buy-lenovo-z5-pro-gt-12gb,371273,00103
Asus Zenfone 5,1324,https://www.kimovil.com/en/where-to-buy-asus-zenfone-5-ze620kl-va,136645,00103
Samsung Galaxy A70,1656,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a70-8gb,170979,00103
OnePlus 3T,1726,https://www.kimovil.com/en/where-to-buy-oneplus-3t6gb-128gb-cn,178642,00103
Motorola Moto G5s Plus,591,https://www.kimovil.com/en/where-to-buy-motorola-moto-g5s-plus,61000,00103
AGM X3,2614,https://www.kimovil.com/en/where-to-buy-agm-x3-8gb-128gb,270000,00103
Samsung Galaxy A9 Star,1012,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a9-star,104000,00102
OnePlus 3,1616,https://www.kimovil.com/en/where-to-buy-oneplus-3-6gb-64gb-cn,164970,00102
Motorola Moto Z2 Play,646,https://www.kimovil.com/en/where-to-buy-motorola-moto-z2-play-cn,66427,00102
OnePlus 7 Pro,3589,https://www.kimovil.com/en/where-to-buy-oneplus-7-pro-12gb-256gb-cn,364025,00101
ZTE Axon 9 Pro,2601,https://www.kimovil.com/en/where-to-buy-zte-axon-9-pro-6gb-64gb,265000,00101
Xiaomi Mi Max 3,1167,https://www.kimovil.com/en/where-to-buy-xiaomi-mi-max-3-6gb-128gb,118397,00101
Asus ZenFone 4 ZE554KL,703,https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554kl-cn,71200,00101
Asus ZenFone 4 ZE554KL,1007,https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554kl-tw-sd660,102356,00101
Oneplus 6T,2949,https://www.kimovil.com/en/where-to-buy-oneplus-6t-8gb-256gb,297132,00100
OnePlus 7 Pro,3605,https://www.kimovil.com/en/where-to-buy-oneplus-7-pro-12gb-256gb-global,364025,00100
BQ Aquaris X2,1081,https://www.kimovil.com/en/where-to-buy-bq-aquaris-x2,109000,00100
Xiaomi Mi5s Plus,1641,https://www.kimovil.com/en/where-to-buy-xiaomi-mi5s-plus-6gb-128gb,165110,00100
LG G7 ThinQ,2502,https://www.kimovil.com/en/where-to-buy-lg-g7-thinq,250000,00099
Motorola Moto G5s,566,https://www.kimovil.com/en/where-to-buy-motorola-moto-g5s-4gb-32gb,56273,00099
Samsung Galaxy Note 9,2790,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-note--n9600,275000,00098
LG V30,1626,https://www.kimovil.com/en/where-to-buy-lg-v30-plus,160289,00098
HTC U11,2175,https://www.kimovil.com/en/where-to-buy-htc-u11-128gb,215000,00098
Asus Zenfone 5z,2828,https://www.kimovil.com/en/where-to-buy-asus-zenfone-5z-8gb-256gb,274499,00097
Google Pixel XL,1498,https://www.kimovil.com/en/where-to-buy-google-pixel-xl128gb,145387,00097
Samsung Galaxy S9+,2727,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-s9-plus-g965-6gb-128gb,262561,00096
Xiaomi Mi Mix 2s,2873,https://www.kimovil.com/en/where-to-buy-xiaomi-mi-mix-2s-256gb,277178,00096
Smartisan Nut R1,3034,https://www.kimovil.com/en/where-to-buy-smartisan-nut-r1,292047,00096
Smartisan Nut Pro 2S,1777,https://www.kimovil.com/en/where-to-buy-smartisan-nut-pro-2s,171652,00096
Oppo RX17 Neo,1466,https://www.kimovil.com/en/where-to-buy-oppo-r17-neo,141000,00096
Oppo Reno 10x Zoom,3838,https://www.kimovil.com/en/where-to-buy-oppo-reno-10x-zoom-6gb-256gb,365000,00095
Nokia 8.1,1446,https://www.kimovil.com/en/where-to-buy-nokia-8-1,137866,00095
Nokia 8 Sirocco,2180,https://www.kimovil.com/en/where-to-buy-nokia-8-sirocco-single-sim,207434,00095
Xiaomi Mi6,2150,https://www.kimovil.com/en/where-to-buy-xiaomi-mi-6-exclusive-edition,205176,00095
Asus ZenFone 4 Selfie Pro,646,https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-selfie-pro,61758,00095
Motorola Moto G5s Plus,641,https://www.kimovil.com/en/where-to-buy-motorola-moto-g5s-plus-4gb-32gb,61000,00095
Motorola Moto Green Pomelo,442,https://www.kimovil.com/en/where-to-buy-motorola-moto-green-pomelo,42100,00095
ZTE Axon 9 Pro,2817,https://www.kimovil.com/en/where-to-buy-zte-axon-9-pro-8gb-256gb,265000,00094
Samsung Galaxy S9+,2839,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-s9-plus,262561,00092
HTC U11+,1952,https://www.kimovil.com/en/where-to-buy-htc-u11-plus,180000,00092
Motorola Moto G5s Plus,663,https://www.kimovil.com/en/where-to-buy-motorola-moto-g5s-plus-64gb,61000,00092
Xiaomi Mi5x,683,https://www.kimovil.com/en/where-to-buy-xiaomi-mi5x,62957,00092
Asus ZenFone 4 Pro,1917,https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-pro,175256,00091
Samsung Galaxy A9 (2018),1552,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a9-2018,142346,00091
Asus ZenFone 5 Selfie Pro,774,https://www.kimovil.com/en/where-to-buy-asus-zenfone-5-selfie-pro,71200,00091
Oppo R17,1939,https://www.kimovil.com/en/where-to-buy-oppo-r17-6gb-128gb,175000,00090
Moto Z Play,656,https://www.kimovil.com/en/where-to-buy-lenovo-moto-z-play-64gb,59600,00090
Motorola Moto G7,1199,https://www.kimovil.com/en/where-to-buy-motorola-moto-g7,108237,00090
Oppo Reno 10x Zoom,4081,https://www.kimovil.com/en/where-to-buy-oppo-reno-10x-zoom-8gb-256gb,365000,00089
Google Pixel 3 XL,3072,https://www.kimovil.com/en/where-to-buy-google-pixel-3-xl,275000,00089
Xiaomi Redmi Note 5,1300,https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-5-6gb-128gb,116663,00089
Nokia 7.1,1283,https://www.kimovil.com/en/where-to-buy-nokia-7-1-eu-ta-1095,115000,00089
Meizu M6 Note,842,https://www.kimovil.com/en/where-to-buy-meizu-m6-note4gb-64gb,75254,00089
Motorola Moto Z3,1907,https://www.kimovil.com/en/where-to-buy-motorola-moto-z3,170000,00089
Oneplus 6T,3359,https://www.kimovil.com/en/where-to-buy-oneplus-6t-mclaren-cn,297132,00088
Meizu E3,1277,https://www.kimovil.com/en/where-to-buy-meizu-e3-128gb,112478,00088
Zuk Edge,1803,https://www.kimovil.com/en/where-to-buy-zuk-edge,160000,00088
AGM X3,3070,https://www.kimovil.com/en/where-to-buy-agm-x3-8gb-256gb,270000,00087
Meizu M6 Note,869,https://www.kimovil.com/en/where-to-buy-meizu-m6-note-4gb-64gb-eu,75254,00086
Lenovo Moto G5 Plus,873,https://www.kimovil.com/en/where-to-buy-lenovo-moto-g5-plus-4gb-32gb,75430,00086
Asus ZenFone 3 Deluxe ZS550KL,731,https://www.kimovil.com/en/where-to-buy-asus-zenfone-3-deluxe-zs550kl,62117,00084
OnePlus 3T,2113,https://www.kimovil.com/en/where-to-buy-oneplus-3t6gb-64gb-eu,178642,00084
Nubia N3,737,https://www.kimovil.com/en/where-to-buy-nubia-n3,62500,00084
Xiaomi Mi Max,1146,https://www.kimovil.com/en/where-to-buy-xiaomi-mi-max-3gb-32gb,97223,00084
Gigaset ME,823,https://www.kimovil.com/en/where-to-buy-gigaset-me,69514,00084
Samsung Galaxy S8,2415,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-s8-g950u,201114,00083
Xiaomi Mi Mix,1897,https://www.kimovil.com/en/where-to-buy-xiaomi-mi-mix-exclusive-edition,157865,00083
Nubia Z17S,2024,https://www.kimovil.com/en/where-to-buy-nubia-z17s,170000,00083
Smartisan Nut Pro 2,1697,https://www.kimovil.com/en/where-to-buy-smartisan-nut-pro-2-6gb-126gb,142195,00083
Huawei Nova,921,https://www.kimovil.com/en/where-to-buy-huawei-nova-4gb-64gb,77300,00083
Motorola Moto Green Pomelo,505,https://www.kimovil.com/en/where-to-buy-motorola-moto-green-pomelo-64gb,42100,00083
Xiaomi Mi Mix 2s,3365,https://www.kimovil.com/en/where-to-buy-xiaomi-mi-mix-2s-global-256gb,277178,00082
ZTE Blade V9,694,https://www.kimovil.com/en/where-to-buy-zte-blade-v9,57000,00082
Vivo NEX S,3554,https://www.kimovil.com/en/where-to-buy-vivo-nex-ultimate-8gb-256gb,291277,00081
Samsung Galaxy A8 Star,1656,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a8-star,135026,00081
Samsung Galaxy S7 Edge,1960,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-s7-edge-dual-128gb,158313,00080
Oppo R17,2182,https://www.kimovil.com/en/where-to-buy-oppo-r17,175000,00080
Smartisan Nut R1,3684,https://www.kimovil.com/en/where-to-buy-smartisan-nut-r1-6gb-128gb,292047,00079
Xiaomi Redmi Note 4X,779,https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-note-4x,61718,00079
Asus ZenFone 4 Pro,2222,https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-pro-64gb,175256,00078
Xiaomi Mi Mix 3,3646,https://www.kimovil.com/en/where-to-buy-xiaomi-mi-mix-3-forbidden-palace,286521,00078
Xiaomi Mi Max,1231,https://www.kimovil.com/en/where-to-buy-xiaomi-mi-max-4gb-64gb,97223,00078
Oppo R11s,1773,https://www.kimovil.com/en/where-to-buy-oppo-r11s,138048,00077
Asus ZenFone 4 ZE554KL,1710,https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554klglobal-sd660-128gb,132356,00077
Xiaomi Mi Max 2,997,https://www.kimovil.com/en/where-to-buy-xiaomi-mi-max-2-4gb-128gb,77231,00077
ZTE V870,528,https://www.kimovil.com/en/where-to-buy-zte-v870,40917,00077
HTC 10,1757,https://www.kimovil.com/en/where-to-buy-htc-10-32gb,133791,00076
Smartisan Nut Pro 2,1854,https://www.kimovil.com/en/where-to-buy-smartisan-nut-pro-2-6gb-256gb,142195,00076
Motorola Moto G7 Plus,1509,https://www.kimovil.com/en/where-to-buy-motorola-moto-g7-plus,116000,00076
Google Pixel 3 XL,3619,https://www.kimovil.com/en/where-to-buy-google-pixel-3-xl-128gb,275000,00075
Asus Zenfone 5,1799,https://www.kimovil.com/en/where-to-buy-asus-zenfone-5-ze620kl-vb-4gb-128gb,136645,00075
Motorola Moto G7 Plus,1529,https://www.kimovil.com/en/where-to-buy-motorola-moto-g7-plus-eu,116000,00075
OnePlus 2,1217,https://www.kimovil.com/en/where-to-buy-oneplus-2-4gb-64gb-cn,91476,00075
Motorola Moto Z3 Play,1529,https://www.kimovil.com/en/where-to-buy-motorola-moto-z3-play4gb-64gb-br,115000,00075
Asus ZenFone 4 ZE554KL,960,https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554k-br,71200,00074
Oppo R15 Pro,1966,https://www.kimovil.com/en/where-to-buy-oppo-r15-pro-global,146527,00074
Asus ROG Phone,4057,https://www.kimovil.com/en/where-to-buy-asus-rog-phone,304183,00074
BlackBerry Key2 LE,1541,https://www.kimovil.com/en/where-to-buy-blackberry-key2-le,115000,00074
LG G6,2129,https://www.kimovil.com/en/where-to-buy-lg-g6-h870ds-32gb,156293,00073
Samsung Galaxy C9,1105,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-c9-pro,80989,00073
Oneplus 6T,4119,https://www.kimovil.com/en/where-to-buy-oneplus-6t-mclaren-eu,297132,00072
Motorola Moto G7,1496,https://www.kimovil.com/en/where-to-buy-motorola-moto-g7-mx,108237,00072
Sony Xperia XA2,1001,https://www.kimovil.com/en/where-to-buy-sony-xperia-xa2,72512,00072
Motorola Moto G6 Plus,1295,https://www.kimovil.com/en/where-to-buy-motorola-moto-g6-plus,92100,00071
Huawei Nova,1087,https://www.kimovil.com/en/where-to-buy-huawei-nova,77300,00071
ZTE Nubia Z11,2226,https://www.kimovil.com/en/where-to-buy-zte-nubia-z11,155858,00070
Smartisan Nut R1,4118,https://www.kimovil.com/en/where-to-buy-smartisan-nut-r1-8gb-128gb,292047,00070
Motorola Moto G6 Plus,1299,https://www.kimovil.com/en/where-to-buy-motorola-moto-g6-plus-xt1926-6,92100,00070
Sony Xperia XA2 Ultra,1074,https://www.kimovil.com/en/where-to-buy-sony-xperia-xa2-ultra-64gb,75525,00070
AGM A9,804,https://www.kimovil.com/en/where-to-buy-agm-a9,57000,00070
Motorola Moto G5s,800,https://www.kimovil.com/en/where-to-buy-motorola-moto-g5s-2gb,56273,00070
HiSense A6,1909,https://www.kimovil.com/en/where-to-buy-hisense-a6,134000,00070
Asus ZenFone 3 Zoom ZE553KL,896,https://www.kimovil.com/en/where-to-buy-asus-zenfone-3-zoom-ze553kl,62000,00069
Asus ROG Phone,4348,https://www.kimovil.com/en/where-to-buy-asus-rog-phone-128gb,304183,00069
Vivo V9,969,https://www.kimovil.com/en/where-to-buy-vivo-v9,67000,00069
LG G6,2259,https://www.kimovil.com/en/where-to-buy-lg-g6-kr-g600,156293,00069
Vivo NEX,2427,https://www.kimovil.com/en/where-to-buy-vivo-nex,167006,00068
HTC U11 EYEs,1245,https://www.kimovil.com/en/where-to-buy-htc-u11-eyes,85422,00068
Razer Phone,2631,https://www.kimovil.com/en/where-to-buy-razer-phone,179377,00068
OnePlus 3T,2626,https://www.kimovil.com/en/where-to-buy-oneplus-3t,178642,00068
Oppo RX17 Pro,2520,https://www.kimovil.com/en/where-to-buy-oppo-rx17-pro,170000,00067
Asus ZenFone 4 ZE554KL,1965,https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554klbr-sd660-64gb,132356,00067
Vivo X23,2170,https://www.kimovil.com/en/where-to-buy-vivo-x23,146632,00067
Lenovo Moto G5 Plus,901,https://www.kimovil.com/en/where-to-buy-lenovo-moto-g5-plus-2gb,60500,00067
Motorola Moto Z3 Play,1699,https://www.kimovil.com/en/where-to-buy-motorola-moto-z3-play6gb-128gb-br,115000,00067
Samsung Galaxy C7 Pro,996,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-c7-pro,67000,00067
Sony Xperia XZ2,4091,https://www.kimovil.com/en/where-to-buy-sony-xperia-xz2,266078,00065
AGM A9,878,https://www.kimovil.com/en/where-to-buy-agm-a9-64gb,57000,00064
Motorola Moto G6,899,https://www.kimovil.com/en/where-to-buy-motorola-moto-g6-3gb-32gb,58000,00064
Sony Xperia XZ3,4112,https://www.kimovil.com/en/where-to-buy-sony-xperia-xz3,260000,00063
Motorola Moto Z3 Play,1799,https://www.kimovil.com/en/where-to-buy-motorola-moto-z3-play,115000,00063
Vivo X23,2101,https://www.kimovil.com/en/where-to-buy-vivo-x23-symphony-edition,134000,00063
Asus ZenFone 3 Zoom ZE553KL,999,https://www.kimovil.com/en/where-to-buy-asus-zenfone-3-zoom-ze553kl32gb,62000,00062
Sony Xperia XA2 Plus,1136,https://www.kimovil.com/en/where-to-buy-sony-xperia-xa2-plus6gb-64gb,71200,00062
Oppo R11s Plus,2204,https://www.kimovil.com/en/where-to-buy-oppo-r11s-plus,137883,00062
Nokia 9 Pureview,3838,https://www.kimovil.com/en/where-to-buy-nokia-9,240000,00062
Samsung Galaxy A9 Star Lite,901,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a9-star-lite,56000,00062
Motorola Moto G5s,920,https://www.kimovil.com/en/where-to-buy-motorola-moto-g5s,56273,00061
Samsung Galaxy C7,999,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-c7-c7000-32gb,60140,00060
Lenovo S5,1257,https://www.kimovil.com/en/where-to-buy-lenovo-s5,75421,00060
AGM X2,1352,https://www.kimovil.com/en/where-to-buy-agm-x2,80269,00059
Motorola Moto G6,989,https://www.kimovil.com/en/where-to-buy-motorola-moto-g6-3gb-32gb-usa,58000,00058
Motorola P30,1955,https://www.kimovil.com/en/where-to-buy-motorola-p30,115000,00058
Motorola Moto G6,1030,https://www.kimovil.com/en/where-to-buy-motorola-moto-g6-4gb-64gb-eu,58000,00056
BlackBerry KEYone,1120,https://www.kimovil.com/en/where-to-buy-blackberry-keyone,61000,00054
BQ Aquaris VS Plus,766,https://www.kimovil.com/en/where-to-buy-bq-aquaris-vs-plus-4gb-64gb,42000,00054
Samsung Galaxy A6 Plus (2018),1049,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a6-plus-20183gb-32gb-duos,57000,00054
Samsung Galaxy A6 Plus (2018),1054,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a6-plus-2018-duos-4gb-32gb,57000,00054
AGM X1,803,https://www.kimovil.com/en/where-to-buy-agm-x1,42569,00053
BQ Aquaris V Plus,811,https://www.kimovil.com/en/where-to-buy-bq-aquaris-v-plus,41500,00051
Moto G4 Plus,1099,https://www.kimovil.com/en/where-to-buy-motorola-moto-g4,56454,00051
Yota Devices YotaPhone 3,1206,https://www.kimovil.com/en/where-to-buy-yota-devices-yotaphone-3,62500,00051
LG X Fast,1055,https://www.kimovil.com/en/where-to-buy-lg-x-fast,54039,00051
Oppo R17 Pro,3353,https://www.kimovil.com/en/where-to-buy-oppo-r17-pro,170000,00050
BlackBerry KEYone,1217,https://www.kimovil.com/en/where-to-buy-blackberry-keyone-64gb,61000,00050
Nubia Z17S,3424,https://www.kimovil.com/en/where-to-buy-nubia-z17s-128gb,170000,00049
Motorola Moto X4,1400,https://www.kimovil.com/en/where-to-buy-motorola-moto-x4,69584,00049
Sony Xperia Z5 Premium,1684,https://www.kimovil.com/en/where-to-buy-sony-xperia-z5-premium-dualsim,82496,00048
Asus ZenFone 3 Zoom ZE553KL,1620,https://www.kimovil.com/en/where-to-buy-asus-zenfone-3-zoom-ze553kl-128,78781,00048
Xiaomi Mi Mix,3232,https://www.kimovil.com/en/where-to-buy-xiaomi-mi-mix,157865,00048
Samsung Galaxy A9 (2016),1504,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a9,73592,00048
BlackBerry KEY2,2144,https://www.kimovil.com/en/where-to-buy-blackberry-key2,104000,00048
Motorola Moto X4,1480,https://www.kimovil.com/en/where-to-buy-motorola-moto-x4-4gb-64gb,70000,00047
Asus ZenFone 5 Lite,804,https://www.kimovil.com/en/where-to-buy-asus-zenfone-5-lites430-4gb64gb-va,38000,00047
Asus ZenFone 3 Deluxe,2861,https://www.kimovil.com/en/where-to-buy-asus-zenfone-3-deluxe-256gb,135000,00047
Vivo V9,1454,https://www.kimovil.com/en/where-to-buy-vivo-v9-global,67000,00046
Samsung Galaxy C7,1292,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-c7,60140,00046
AGM X2,1779,https://www.kimovil.com/en/where-to-buy-agm-x2-6gb-128gb,81023,00045
Sony Xperia XA2,1601,https://www.kimovil.com/en/where-to-buy-sony-xperia-xa2-h3133,72512,00045
Asus ZenFone 5 Lite,1599,https://www.kimovil.com/en/where-to-buy-asus-zenfone-5-lites630-4gb-128gb,71289,00044
LG Q8 (2018),1299,https://www.kimovil.com/en/where-to-buy-lg-q8-2018,58000,00044
Motorola Moto X4,1599,https://www.kimovil.com/en/where-to-buy-motorola-moto-x4-6gb-64gb,70000,00043
Huawei Nova Plus,1374,https://www.kimovil.com/en/where-to-buy-huawei-nova-plus,60000,00043
Samsung Galaxy A6 Plus (2018),1337,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a6-plus-2018-duos-64gb,57000,00042
Motorola Moto G6,1383,https://www.kimovil.com/en/where-to-buy-motorola-moto-g6,58000,00041
ZTE Nubia Z11 mini S,1430,https://www.kimovil.com/en/where-to-buy-nubia-z11-mini-s,59600,00041
Oppo Reno,3394,https://www.kimovil.com/en/where-to-buy-oppo-reno-mobile-edition,137500,00040
Asus ZenFone 5 Selfie Pro,1770,https://www.kimovil.com/en/where-to-buy-asus-zenfone-5-selfie-pro-128gb,71200,00040
LG V10,1547,https://www.kimovil.com/en/where-to-buy-lg-v10-h968n-dual,59000,00038
LeTV Le Max X900,2126,https://www.kimovil.com/en/where-to-buy-letv-s1-max,82491,00038
Samsung Galaxy A6 Plus (2018),1561,https://www.kimovil.com/en/where-to-buy-samsung-galaxy-a6-plus-2018-g605g,57000,00036
Smartisan Nut R1,8016,https://www.kimovil.com/en/where-to-buy-smartisan-nut-r1-8gb-1tb,292047,00036
Moto Z Play,1660,https://www.kimovil.com/en/where-to-buy-lenovo-moto-z-play-32gb-dual,59600,00035
Asus ZenFone 4 ZE554KL,2083,https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-ze554k-ww-sd630,71200,00034
Huawei Nova Plus,1749,https://www.kimovil.com/en/where-to-buy-huawei-nova-plus-4gb-64gb,60000,00034
Vivo V15 Pro,5252,https://www.kimovil.com/en/where-to-buy-vivo-v15-pro-global-8gb,179327,00034
Asus ZenFone 5 Lite,2141,https://www.kimovil.com/en/where-to-buy-asus-zenfone-5-lite,71289,00033
Asus ZenFone 4 Max,1395,https://www.kimovil.com/en/where-to-buy-asus-zenfone-4-max,43000,00030
YU Yutopia,391,https://www.kimovil.com/en/where-to-buy-yu-yutopia,0,00000
